EmployeeID,hours_mean,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
948,7.2856135653725,3,3,4.0,2.0,3.0,32,1,2.0,0.0,1,3,0.0,0.0,2,0.0,0.0,27430,1.0,19,1,1.0,2,1,0,0
949,7.074732262382778,3,4,4.0,4.0,3.0,26,0,0.0,0.0,18,2,0.0,0.0,1,0.0,0.0,108800,1.0,23,1,7.0,5,7,5,7
950,7.6075992860327775,3,3,1.0,2.0,3.0,55,0,2.0,0.0,23,1,0.0,0.0,5,0.0,1.0,23420,5.0,11,2,8.0,2,4,1,2
951,7.424808121374166,1,3,2.0,4.0,4.0,34,0,2.0,0.0,28,3,0.0,1.0,2,0.0,0.0,176500,1.0,19,1,15.0,6,15,4,13
952,5.834962070504167,2,3,3.0,4.0,4.0,60,0,2.0,0.0,17,4,0.0,0.0,1,0.0,1.0,40250,3.0,13,1,19.0,5,1,0,0
953,7.224125390450555,3,3,2.0,2.0,3.0,33,0,2.0,0.0,3,3,0.0,0.0,3,0.0,0.0,97250,1.0,11,0,14.0,0,14,2,13
954,6.356690093708056,3,3,3.0,4.0,2.0,37,0,1.0,0.0,13,3,0.0,0.0,1,0.0,1.0,119040,1.0,12,1,6.0,4,6,1,3
955,6.575236501561666,3,3,2.0,4.0,3.0,34,0,2.0,0.0,7,2,0.0,0.0,1,1.0,0.0,21770,1.0,13,0,10.0,5,10,8,7
956,9.072401829540278,3,3,3.0,4.0,3.0,23,1,2.0,0.0,12,2,0.0,0.0,2,0.0,1.0,75250,1.0,14,2,3.0,2,3,0,2
957,8.163865461847223,4,3,3.0,4.0,3.0,44,0,2.0,1.0,1,3,0.0,0.0,1,0.0,0.0,48340,1.0,14,0,9.0,1,8,6,7
958,7.636624274877223,3,3,1.0,4.0,4.0,35,0,1.0,0.0,13,3,0.0,0.0,3,0.0,0.0,20420,0.0,16,0,6.0,2,5,1,4
959,7.800978357875834,1,3,4.0,4.0,3.0,43,0,2.0,0.0,25,4,0.0,0.0,2,0.0,0.0,22200,1.0,11,0,10.0,2,10,8,8
960,6.441674475680278,3,3,3.0,3.0,3.0,24,0,2.0,0.0,6,3,0.0,0.0,3,0.0,0.0,10520,1.0,13,0,5.0,3,5,0,4
961,6.526073181615278,3,3,4.0,3.0,3.0,41,0,2.0,0.0,6,4,0.0,0.0,1,0.0,0.0,28210,1.0,17,0,10.0,3,10,8,7
962,7.352695225345555,3,3,4.0,3.0,3.0,29,0,2.0,0.0,2,2,0.0,0.0,2,0.0,0.0,192370,9.0,11,1,9.0,2,5,1,2
963,5.831897590361389,1,3,3.0,4.0,2.0,36,0,2.0,1.0,1,4,0.0,1.0,3,0.0,0.0,41070,3.0,11,1,17.0,2,13,6,7
964,5.9937059348502775,2,3,3.0,3.0,2.0,45,0,0.0,0.0,2,3,0.0,1.0,2,0.0,0.0,83960,3.0,15,2,25.0,3,23,14,4
965,6.074939759036111,2,3,4.0,3.0,3.0,24,1,2.0,0.0,6,2,0.0,1.0,2,0.0,0.0,20070,1.0,12,0,1.0,2,1,0,0
966,6.459363007585833,3,3,3.0,3.0,1.0,47,1,1.0,0.0,1,3,0.0,1.0,2,0.0,0.0,196270,7.0,11,2,25.0,1,23,14,10
967,7.595769745649167,3,3,4.0,3.0,4.0,26,0,2.0,0.0,9,1,0.0,0.0,1,0.0,0.0,106860,1.0,14,1,3.0,2,3,0,2
968,5.997226684515834,3,4,4.0,2.0,3.0,45,0,2.0,0.0,1,4,0.0,0.0,1,0.0,0.0,29420,1.0,22,1,21.0,4,21,8,6
969,6.2699743418116665,3,3,1.0,3.0,2.0,32,0,1.0,0.0,1,1,0.0,0.0,2,0.0,0.0,88580,6.0,16,1,10.0,2,5,1,3
970,6.583981481481389,3,3,2.0,3.0,4.0,31,0,2.0,0.0,14,2,0.0,0.0,1,0.0,0.0,167560,1.0,11,2,6.0,5,5,0,3
971,7.164461178045277,1,3,3.0,2.0,3.0,41,0,0.0,0.0,2,2,0.0,0.0,2,0.0,0.0,107980,6.0,14,2,10.0,5,3,1,2
972,9.31242748772861,3,3,2.0,1.0,3.0,40,0,2.0,0.0,22,2,0.0,0.0,1,1.0,0.0,23230,2.0,16,1,18.0,2,1,0,0
973,5.58198237394,2,3,2.0,1.0,4.0,24,0,2.0,0.0,3,3,0.0,1.0,1,0.0,1.0,14160,1.0,15,1,6.0,3,6,1,2
974,7.423622266845,2,3,3.0,2.0,3.0,46,0,2.0,0.0,6,3,0.0,0.0,4,0.0,0.0,46150,6.0,12,0,19.0,3,10,0,9
975,6.698284248103334,3,4,4.0,3.0,3.0,35,0,2.0,0.0,8,4,0.0,0.0,1,0.0,0.0,24610,2.0,20,1,17.0,4,7,0,7
976,6.691999107541111,3,3,2.0,4.0,2.0,30,0,2.0,0.0,9,4,0.0,0.0,1,0.0,0.0,87220,1.0,17,1,10.0,3,10,0,8
977,7.256156849620556,3,3,3.0,2.0,1.0,47,0,0.0,0.0,3,2,0.0,1.0,2,0.0,0.0,39550,7.0,12,1,4.0,5,1,0,0
978,9.090969433288612,3,4,3.0,4.0,2.0,46,0,2.0,0.0,1,4,0.0,1.0,3,0.0,1.0,99570,4.0,20,0,13.0,1,10,0,3
979,9.960273315483889,3,4,2.0,1.0,3.0,36,1,2.0,0.0,1,3,0.0,0.0,2,0.0,1.0,33760,5.0,20,0,16.0,3,2,2,2
980,6.816898705934722,3,3,1.0,2.0,3.0,32,1,2.0,0.0,26,3,0.0,1.0,2,0.0,0.0,88230,6.0,13,2,10.0,3,0,0,0
981,5.687468763944445,3,3,3.0,2.0,1.0,23,0,2.0,0.0,6,4,0.0,0.0,3,0.0,0.0,103220,1.0,14,2,3.0,2,3,1,2
982,6.175866800535278,3,3,4.0,4.0,2.0,31,0,1.0,0.0,3,3,0.0,0.0,2,0.0,0.0,46210,2.0,18,1,9.0,3,5,1,4
983,10.116549531459167,2,3,4.0,4.0,3.0,39,0,0.0,0.0,3,3,0.0,1.0,2,0.0,0.0,109760,1.0,11,0,9.0,3,9,5,8
984,7.476610887996389,2,3,4.0,3.0,1.0,32,0,2.0,0.0,6,3,0.0,0.0,1,0.0,0.0,36600,3.0,11,2,10.0,0,4,0,2
985,7.716131191432222,2,3,2.0,2.0,2.0,40,0,2.0,0.0,6,3,0.0,0.0,3,0.0,0.0,104820,1.0,11,1,21.0,6,21,12,8
986,7.504865015617778,3,3,3.0,3.0,4.0,45,0,2.0,0.0,19,4,0.0,0.0,1,0.0,0.0,71190,4.0,15,0,9.0,2,5,0,3
987,5.9239982150825,3,3,4.0,1.0,3.0,30,0,1.0,0.0,9,3,0.0,0.0,1,0.0,0.0,95820,0.0,12,1,10.0,2,9,0,7
988,5.616275100401389,3,3,1.0,4.0,3.0,24,0,1.0,0.0,3,4,0.0,0.0,1,0.0,0.0,45080,0.0,11,1,3.0,5,2,2,1
989,6.205102632753055,3,3,3.0,4.0,2.0,30,1,1.0,0.0,10,3,0.0,1.0,1,0.0,1.0,22070,6.0,14,0,6.0,4,4,1,2
990,7.028778447121667,4,3,1.0,3.0,3.0,31,0,2.0,0.0,3,2,0.0,0.0,3,0.0,0.0,77560,1.0,15,2,6.0,3,5,0,2
991,5.797469879518055,2,3,3.0,4.0,2.0,27,0,2.0,0.0,3,3,0.0,0.0,1,0.0,0.0,66940,1.0,13,1,6.0,2,6,1,4
992,6.2590751896472225,3,3,2.0,2.0,3.0,29,1,2.0,0.0,4,3,0.0,0.0,5,0.0,0.0,36910,1.0,13,0,2.0,3,2,2,2
993,8.486671128960278,3,4,4.0,3.0,4.0,29,0,1.0,0.0,8,4,0.0,1.0,1,0.0,0.0,23770,8.0,21,1,10.0,2,3,0,2
994,7.450123828647778,3,3,3.0,1.0,3.0,30,0,2.0,0.0,7,3,0.0,0.0,3,0.0,1.0,23130,2.0,11,0,12.0,5,7,1,7
995,9.456818384649445,2,3,4.0,4.0,3.0,34,0,2.0,0.0,1,2,0.0,1.0,2,1.0,0.0,176650,0.0,11,0,6.0,5,5,1,2
996,6.763322177599167,3,3,4.0,2.0,2.0,33,0,0.0,0.0,2,4,0.0,0.0,1,0.0,0.0,25960,8.0,14,1,13.0,4,11,1,7
997,7.604820392681667,3,3,4.0,4.0,4.0,49,0,2.0,0.0,3,4,0.0,0.0,1,0.0,0.0,47280,3.0,11,1,8.0,4,5,0,4
998,7.580101517179722,1,3,1.0,1.0,2.0,33,1,2.0,0.0,10,3,0.0,0.0,1,0.0,0.0,43020,2.0,13,0,11.0,3,0,0,0
999,7.752089468986944,3,3,3.0,2.0,2.0,38,0,1.0,0.0,28,3,0.0,0.0,1,1.0,0.0,29790,4.0,12,1,9.0,3,6,0,5
1000,6.0184426595269445,3,3,1.0,3.0,3.0,31,1,2.0,1.0,9,4,1.0,0.0,2,0.0,0.0,168850,2.0,14,2,10.0,2,1,0,0
1001,5.7108801874161115,3,3,4.0,1.0,3.0,29,0,2.0,0.0,3,4,0.0,1.0,2,0.0,1.0,55930,1.0,13,1,1.0,3,1,0,0
1002,6.551996876394444,3,3,3.0,3.0,3.0,30,0,2.0,0.0,2,1,0.0,0.0,1,0.0,0.0,104450,3.0,18,1,10.0,3,7,1,7
1003,5.508780678268611,3,3,2.0,2.0,3.0,32,0,0.0,0.0,10,4,0.0,1.0,1,0.0,0.0,87400,2.0,11,1,12.0,2,7,0,7
1004,8.512315930388056,2,3,2.0,4.0,3.0,38,0,2.0,0.0,8,2,0.0,1.0,1,0.0,0.0,25140,3.0,11,0,15.0,2,1,1,0
1005,8.103367916108612,3,3,3.0,3.0,3.0,43,1,1.0,0.0,1,4,0.0,0.0,3,0.0,0.0,76550,9.0,12,1,6.0,3,1,0,0
1006,6.281050870147222,3,3,2.0,2.0,2.0,42,0,2.0,1.0,1,3,0.0,1.0,1,1.0,1.0,174650,8.0,13,1,7.0,3,5,0,4
1007,7.0868652387325,3,4,3.0,1.0,3.0,55,0,2.0,0.0,3,2,0.0,1.0,1,0.0,0.0,73510,8.0,20,1,34.0,3,1,0,0
1008,6.255401606425556,3,3,4.0,2.0,2.0,33,0,0.0,0.0,14,3,0.0,0.0,1,0.0,1.0,108200,5.0,12,0,11.0,2,9,1,7
1009,6.009721106648611,3,3,3.0,1.0,3.0,41,0,2.0,0.0,5,3,0.0,0.0,1,0.0,1.0,121690,1.0,19,0,5.0,2,5,0,4
1010,7.8463029897366665,2,4,4.0,3.0,3.0,34,0,0.0,0.0,7,4,0.0,1.0,1,0.0,1.0,196260,1.0,21,0,15.0,5,15,0,7
1011,7.554045069165277,4,3,1.0,3.0,2.0,53,0,0.0,0.0,10,4,0.0,0.0,2,1.0,0.0,20700,4.0,13,2,27.0,2,3,0,2
1012,5.721664435519722,3,3,2.0,4.0,3.0,43,0,2.0,0.0,16,2,0.0,1.0,1,0.0,0.0,67820,0.0,16,1,10.0,2,9,1,8
1013,7.548742748772778,3,3,4.0,4.0,3.0,34,0,2.0,0.0,10,2,0.0,1.0,5,0.0,0.0,77790,5.0,12,1,6.0,2,2,2,2
1014,7.066681169120834,4,3,2.0,2.0,3.0,21,1,2.0,0.0,1,2,0.0,0.0,5,1.0,0.0,27910,1.0,14,0,1.0,3,1,1,0
1015,6.0464982150825,2,3,4.0,3.0,3.0,38,0,2.0,0.0,8,2,0.0,1.0,2,0.0,0.0,32010,1.0,11,1,5.0,3,5,0,4
1016,8.663879964301389,3,3,3.0,1.0,3.0,22,1,2.0,0.0,1,3,0.0,0.0,4,0.0,0.0,49680,1.0,14,0,1.0,3,1,0,0
1017,6.796309683176944,2,3,1.0,4.0,3.0,31,0,2.0,0.0,8,5,0.0,0.0,5,0.0,0.0,131200,1.0,12,2,13.0,6,12,5,7
1018,6.3962449799194445,3,3,1.0,3.0,3.0,51,0,2.0,0.0,1,4,0.0,1.0,1,0.0,0.0,40330,2.0,14,0,15.0,2,2,2,2
1019,7.75026215975,2,3,2.0,2.0,3.0,37,0,2.0,0.0,24,1,0.0,0.0,2,0.0,0.0,32910,1.0,16,3,5.0,2,5,0,3
1020,9.858256358768333,4,3,3.0,4.0,3.0,46,0,2.0,0.0,3,4,0.0,1.0,1,0.0,1.0,42720,7.0,13,0,24.0,3,2,2,2
1021,9.201354306113334,2,3,4.0,1.0,3.0,36,0,2.0,0.0,27,3,0.0,1.0,4,0.0,0.0,50560,7.0,12,0,15.0,2,12,5,7
1022,8.576400044622778,4,3,3.0,2.0,2.0,44,1,1.0,0.0,10,4,0.0,0.0,1,0.0,1.0,28440,1.0,12,0,6.0,2,5,2,3
1023,5.5958389112002775,3,3,3.0,2.0,2.0,37,0,2.0,0.0,19,2,0.0,0.0,2,0.0,1.0,27030,2.0,14,0,19.0,2,10,4,7
1024,7.900931503792778,3,4,3.0,4.0,3.0,35,1,2.0,0.0,15,4,0.0,0.0,2,0.0,0.0,19040,1.0,22,1,10.0,4,10,7,7
1025,7.872810129406389,3,3,4.0,1.0,3.0,33,0,2.0,0.0,8,5,0.0,0.0,2,0.0,0.0,82240,6.0,19,0,14.0,3,10,7,6
1026,6.803930165104722,3,3,3.0,4.0,4.0,28,0,2.0,0.0,9,3,0.0,1.0,2,0.0,0.0,47660,1.0,12,0,5.0,3,5,0,3
1027,6.6194667559125,2,3,3.0,3.0,3.0,39,0,2.0,0.0,3,4,0.0,1.0,2,0.0,0.0,26100,7.0,12,0,9.0,2,4,2,2
1028,6.531731369923889,3,3,2.0,2.0,3.0,46,0,0.0,0.0,9,2,0.0,0.0,2,0.0,0.0,57310,8.0,17,0,6.0,2,2,2,2
1029,6.095861222668334,3,3,3.0,1.0,2.0,40,0,2.0,0.0,2,2,0.0,0.0,1,0.0,0.0,25390,4.0,12,1,7.0,3,4,0,2
1030,6.120848951360833,3,3,2.0,1.0,2.0,42,0,2.0,0.0,7,4,0.0,1.0,2,0.0,0.0,57140,5.0,11,0,10.0,2,0,0,0
1031,6.355355867915834,3,3,2.0,4.0,3.0,35,0,0.0,0.0,10,1,0.0,1.0,2,0.0,1.0,43230,2.0,18,3,15.0,3,7,1,7
1032,7.646014056224722,3,3,1.0,2.0,3.0,38,0,0.0,0.0,6,4,0.0,0.0,3,0.0,1.0,73360,5.0,11,0,13.0,3,11,3,8
1033,7.2915885765283335,4,4,4.0,1.0,2.0,34,1,1.0,0.0,2,1,0.0,0.0,1,0.0,0.0,134990,4.0,23,2,11.0,2,7,0,7
1034,6.058831994645,3,3,4.0,1.0,1.0,37,1,2.0,0.0,24,3,0.0,0.0,1,0.0,0.0,137580,1.0,11,1,10.0,5,10,0,8
1035,5.949748995983889,2,3,3.0,4.0,3.0,39,0,1.0,0.0,2,1,0.0,0.0,2,1.0,1.0,51550,2.0,18,1,7.0,3,2,2,2
1036,6.732850290048889,3,3,1.0,3.0,2.0,43,0,0.0,1.0,8,5,0.0,1.0,3,0.0,0.0,22580,4.0,18,0,7.0,2,3,1,2
1037,7.361606425702778,1,3,2.0,2.0,1.0,41,0,2.0,0.0,3,3,0.0,0.0,3,0.0,0.0,35970,3.0,13,1,11.0,2,3,1,2
1038,10.116121151271667,2,3,3.0,3.0,4.0,41,0,2.0,0.0,1,1,0.0,0.0,3,0.0,1.0,25150,0.0,18,0,23.0,2,22,13,5
1039,6.842600401606389,3,3,1.0,3.0,3.0,30,0,2.0,0.0,26,3,0.0,1.0,2,0.0,0.0,44200,9.0,11,0,9.0,3,7,0,2
1040,8.030913654618333,2,3,4.0,2.0,3.0,26,1,2.0,1.0,2,1,0.0,1.0,3,0.0,0.0,65780,0.0,15,2,6.0,3,5,1,4
1041,7.839794734493333,3,3,4.0,2.0,4.0,46,1,2.0,0.0,10,3,0.0,0.0,1,0.0,0.0,44220,4.0,11,1,13.0,2,9,3,7
1042,6.1678458277552775,3,3,3.0,4.0,3.0,40,0,2.0,0.0,27,2,0.0,1.0,3,0.0,1.0,102740,4.0,18,0,12.0,3,5,0,3
1043,6.870494199018055,2,3,2.0,3.0,3.0,34,0,2.0,0.0,2,3,0.0,0.0,2,0.0,0.0,53430,1.0,14,0,10.0,5,10,4,8
1044,6.445216421240278,3,3,2.0,2.0,2.0,58,0,0.0,0.0,2,4,0.0,0.0,1,0.0,1.0,23760,4.0,12,1,37.0,3,16,14,14
1045,6.779755689424166,2,3,2.0,3.0,4.0,35,0,2.0,0.0,8,1,0.0,1.0,3,0.0,0.0,53460,0.0,14,0,6.0,3,5,0,3
1046,10.107559125390278,3,3,3.0,2.0,3.0,47,0,2.0,0.0,19,5,0.0,1.0,2,0.0,1.0,28270,8.0,14,1,28.0,3,22,14,10
1047,6.878937974118611,3,3,2.0,1.0,3.0,40,0,2.0,0.0,1,4,0.0,0.0,2,0.0,1.0,199430,2.0,13,1,15.0,3,7,7,7
1048,6.515185185185,2,3,4.0,4.0,2.0,54,0,2.0,0.0,27,4,0.0,0.0,1,0.0,0.0,31310,4.0,14,0,14.0,3,7,1,7
1049,7.069731146809445,3,3,1.0,1.0,3.0,31,0,1.0,0.0,8,4,0.0,1.0,3,0.0,0.0,25520,2.0,18,0,9.0,2,3,2,2
1050,6.976151271753611,3,3,3.0,1.0,3.0,28,0,2.0,0.0,1,2,0.0,0.0,3,0.0,0.0,44770,1.0,15,0,3.0,6,3,1,2
1051,9.091726907630278,1,3,2.0,4.0,2.0,38,0,2.0,0.0,19,3,0.0,1.0,2,0.0,0.0,64740,2.0,13,2,20.0,3,4,0,3
1052,5.876035252119444,2,3,3.0,4.0,3.0,26,0,2.0,0.0,8,3,0.0,1.0,1,1.0,0.0,30330,1.0,12,0,5.0,2,5,1,2
1053,9.242141900936945,3,3,1.0,3.0,3.0,58,0,1.0,0.0,10,4,0.0,1.0,1,0.0,0.0,29360,2.0,13,1,23.0,3,2,2,2
1054,7.222269076305,3,4,2.0,3.0,1.0,18,0,0.0,0.0,2,3,0.0,0.0,3,0.0,0.0,186060,1.0,24,2,0.0,4,0,0,0
1055,5.767146363230555,3,3,4.0,1.0,3.0,31,1,2.0,0.0,2,3,0.0,0.0,3,0.0,0.0,21680,0.0,14,1,2.0,2,1,0,0
1056,8.486426818384444,2,3,1.0,1.0,3.0,29,1,2.0,0.0,8,2,0.0,0.0,1,0.0,1.0,28530,4.0,14,1,4.0,5,2,2,0
1057,6.7113966979025,2,3,3.0,3.0,4.0,45,0,0.0,0.0,1,4,0.0,0.0,1,0.0,0.0,170480,4.0,15,0,10.0,3,8,5,7
1058,10.059529228023056,3,3,4.0,2.0,3.0,36,0,2.0,0.0,2,3,0.0,1.0,5,0.0,0.0,22900,4.0,11,0,15.0,5,1,0,0
1059,6.462997545738333,3,4,1.0,4.0,3.0,43,0,1.0,0.0,8,3,0.0,0.0,1,0.0,0.0,36000,1.0,23,0,7.0,2,7,7,7
1060,9.919124274877221,3,3,4.0,4.0,2.0,27,0,1.0,0.0,8,4,0.0,0.0,5,0.0,0.0,21070,0.0,13,0,6.0,2,5,0,2
1061,7.322629406514722,3,3,4.0,4.0,4.0,29,0,1.0,0.0,6,2,0.0,0.0,1,0.0,0.0,41150,1.0,11,0,11.0,1,11,3,10
1062,7.021560687193055,3,3,4.0,4.0,4.0,32,0,1.0,0.0,9,4,0.0,0.0,4,0.0,0.0,43270,8.0,13,0,4.0,4,0,0,0
1063,6.178058902275556,3,3,3.0,3.0,2.0,42,0,0.0,0.0,11,3,0.0,0.0,1,0.0,0.0,178560,3.0,18,0,10.0,2,6,3,3
1064,5.536802766621944,2,3,2.0,3.0,3.0,47,0,2.0,0.0,2,2,0.0,1.0,5,0.0,0.0,31960,4.0,14,1,7.0,3,2,2,0
1065,6.917404060686945,3,4,4.0,4.0,2.0,46,0,2.0,1.0,1,3,0.0,1.0,1,0.0,1.0,190810,3.0,21,0,12.0,2,9,4,7
1066,7.200253235162778,2,3,3.0,4.0,3.0,28,0,0.0,0.0,7,3,0.0,0.0,1,0.0,1.0,89660,1.0,16,1,3.0,3,3,2,2
1067,7.420375948237222,3,3,4.0,3.0,3.0,29,0,2.0,0.0,16,3,0.0,1.0,1,0.0,1.0,22100,8.0,11,1,11.0,4,7,1,6
1068,6.381533913431389,3,3,4.0,3.0,3.0,42,0,2.0,0.0,2,4,0.0,1.0,2,0.0,0.0,45390,4.0,17,1,8.0,5,0,0,0
1069,9.909873940205,3,3,3.0,2.0,2.0,32,1,2.0,0.0,1,1,0.0,0.0,2,0.0,0.0,27410,7.0,11,0,7.0,3,2,2,2
1070,7.523045515394722,3,3,1.0,1.0,3.0,46,0,2.0,0.0,23,1,0.0,0.0,2,0.0,1.0,34910,2.0,14,0,25.0,0,19,2,8
1071,6.5135988398036115,4,3,2.0,3.0,3.0,27,0,2.0,0.0,2,3,0.0,1.0,5,0.0,0.0,45410,1.0,14,2,9.0,4,9,5,8
1072,7.531957831325278,3,4,4.0,2.0,3.0,29,0,2.0,0.0,1,2,0.0,0.0,3,0.0,0.0,26780,1.0,25,1,1.0,3,1,0,0
1073,6.124693217313611,2,3,1.0,3.0,3.0,43,0,2.0,0.0,1,3,0.0,0.0,1,0.0,0.0,73790,7.0,13,2,21.0,3,16,6,14
1074,5.8098393574294445,2,3,4.0,2.0,3.0,48,0,2.0,0.0,2,3,0.0,1.0,2,0.0,0.0,62720,4.0,14,0,29.0,3,22,12,9
1075,8.071975680499722,2,3,4.0,4.0,2.0,29,1,1.0,0.0,13,2,0.0,1.0,1,0.0,0.0,52200,1.0,17,0,1.0,3,1,1,0
1076,7.282734270414722,4,4,3.0,2.0,3.0,46,1,2.0,0.0,4,4,0.0,1.0,2,0.0,0.0,27430,5.0,25,1,14.0,1,8,0,7
1077,7.343913431503611,3,4,4.0,1.0,2.0,27,0,1.0,0.0,16,4,0.0,0.0,3,1.0,0.0,49980,0.0,20,2,8.0,3,7,7,3
1078,6.2847144132083335,3,3,3.0,4.0,3.0,39,0,2.0,0.0,2,3,0.0,0.0,3,1.0,1.0,102520,8.0,13,1,7.0,3,2,2,2
1079,5.908809683176944,3,3,2.0,4.0,4.0,55,0,2.0,0.0,2,3,0.0,1.0,1,0.0,0.0,27810,8.0,13,1,19.0,2,5,0,4
1080,6.410865684961944,4,3,2.0,2.0,3.0,28,0,2.0,0.0,29,2,0.0,0.0,2,0.0,0.0,68520,1.0,18,1,1.0,2,1,0,0
1081,7.044107541276111,3,3,2.0,4.0,2.0,30,1,2.0,0.0,12,4,0.0,1.0,2,0.0,0.0,49500,1.0,12,2,1.0,3,1,0,0
1082,10.250703926818334,3,3,4.0,2.0,3.0,22,1,2.0,0.0,16,2,0.0,1.0,2,0.0,0.0,35790,1.0,19,3,1.0,3,1,0,0
1083,8.846895359214445,2,3,2.0,3.0,3.0,36,0,2.0,0.0,11,3,0.0,0.0,1,0.0,0.0,131910,1.0,14,1,10.0,2,10,1,7
1084,7.088992637215278,3,3,2.0,3.0,3.0,31,0,2.0,0.0,2,4,0.0,1.0,5,0.0,1.0,103770,1.0,14,0,10.0,2,10,0,2
1085,7.535445113788334,3,3,3.0,4.0,3.0,34,0,2.0,0.0,14,2,0.0,1.0,1,0.0,0.0,22350,2.0,14,1,9.0,2,5,1,0
1086,6.691262829093889,2,3,4.0,1.0,3.0,29,0,2.0,0.0,5,5,0.0,1.0,1,0.0,0.0,105020,3.0,12,0,11.0,4,3,1,2
1087,8.110050200803055,4,3,4.0,1.0,3.0,37,0,2.0,0.0,7,2,0.0,0.0,1,0.0,0.0,20110,5.0,13,0,16.0,4,5,0,4
1088,10.218195002231111,2,4,4.0,2.0,3.0,35,0,2.0,0.0,2,1,0.0,0.0,2,0.0,0.0,18590,0.0,25,1,4.0,2,3,0,2
1089,6.906858545292223,2,3,2.0,4.0,2.0,45,0,2.0,0.0,3,3,0.0,1.0,2,0.0,0.0,37600,0.0,14,1,10.0,2,9,3,8
1090,5.922822400713889,1,3,2.0,4.0,2.0,36,0,1.0,0.0,5,3,0.0,1.0,4,0.0,0.0,177790,1.0,17,1,10.0,5,10,0,8
1091,6.639234716644166,3,3,1.0,1.0,3.0,40,0,2.0,0.0,3,3,0.0,0.0,1,0.0,1.0,68330,2.0,13,0,22.0,3,19,11,16
1092,8.89083110218639,2,3,2.0,3.0,2.0,26,0,2.0,0.0,26,2,0.0,0.0,2,0.0,0.0,68120,1.0,13,0,1.0,2,1,1,0
1093,7.0416220437302774,2,4,1.0,3.0,3.0,27,0,2.0,0.0,4,3,0.0,0.0,2,0.0,0.0,51710,0.0,20,1,9.0,1,8,0,7
1094,7.058003123605277,4,3,4.0,4.0,3.0,48,0,1.0,0.0,2,3,0.0,0.0,2,0.0,1.0,197400,3.0,14,0,24.0,2,22,4,7
1095,6.849905176260555,3,3,2.0,1.0,3.0,44,0,2.0,0.0,1,2,0.0,0.0,4,0.0,0.0,187110,2.0,12,1,10.0,0,2,2,2
1096,9.6150401606425,3,3,4.0,1.0,3.0,34,1,0.0,0.0,27,2,0.0,1.0,1,0.0,0.0,36920,1.0,12,1,5.0,5,5,3,0
1097,6.368572066041945,3,4,1.0,4.0,3.0,56,1,2.0,1.0,1,2,0.0,1.0,5,0.0,0.0,25590,1.0,21,0,5.0,3,4,1,0
1098,6.6743574297186115,3,3,3.0,2.0,1.0,36,0,2.0,0.0,13,3,0.0,1.0,3,1.0,0.0,25170,2.0,14,0,12.0,3,4,1,3
1099,5.898488398036389,3,3,3.0,2.0,3.0,41,0,2.0,0.0,5,3,0.0,1.0,1,0.0,0.0,66230,5.0,18,0,14.0,3,5,1,4
1100,6.879170013386666,3,3,3.0,1.0,4.0,42,0,2.0,0.0,7,3,0.0,1.0,2,0.0,0.0,182650,9.0,12,1,18.0,4,13,5,7
1101,7.725267737616944,2,4,3.0,4.0,3.0,31,0,2.0,0.0,9,4,0.0,1.0,1,0.0,1.0,161240,2.0,23,1,8.0,2,5,1,4
1102,8.842529004908334,3,3,4.0,4.0,2.0,34,0,2.0,0.0,8,1,0.0,1.0,3,0.0,0.0,25850,3.0,12,0,9.0,5,4,0,1
1103,6.446215975011111,4,4,1.0,3.0,2.0,31,0,2.0,0.0,25,2,0.0,1.0,3,0.0,1.0,182130,8.0,21,2,4.0,3,2,2,2
1104,5.562235609103055,4,3,3.0,4.0,3.0,26,0,1.0,0.0,16,2,0.0,0.0,2,1.0,0.0,83800,0.0,14,0,8.0,3,7,7,7
1105,7.441053101293889,3,3,2.0,3.0,3.0,45,0,1.0,0.0,8,4,0.0,1.0,2,0.0,0.0,29940,4.0,18,1,12.0,2,4,0,3
1106,5.932086122266667,3,3,2.0,3.0,2.0,33,0,2.0,0.0,1,3,0.0,1.0,5,0.0,0.0,12230,1.0,13,1,10.0,3,10,0,9
1107,10.092581436858334,3,3,3.0,4.0,3.0,28,0,1.0,0.0,8,3,0.0,0.0,4,0.0,0.0,11180,1.0,11,0,7.0,3,7,0,7
1108,6.2871028558677775,3,3,3.0,1.0,3.0,29,1,1.0,1.0,2,4,1.0,0.0,2,0.0,0.0,28750,1.0,11,0,1.0,3,1,0,0
1109,5.814618473895556,3,3,1.0,3.0,3.0,39,0,0.0,0.0,8,5,0.0,1.0,2,0.0,0.0,188240,6.0,19,1,10.0,4,3,1,2
1110,6.6707407407405555,3,3,2.0,2.0,2.0,27,0,2.0,0.0,3,2,0.0,0.0,2,1.0,0.0,135770,1.0,12,1,6.0,2,5,1,2
1111,8.748442659526944,3,3,3.0,4.0,3.0,34,0,1.0,0.0,9,4,0.0,1.0,2,0.0,0.0,26250,1.0,12,3,16.0,4,15,6,11
